Fecha Hora Temperatura Distancia Laser_pequeño Paso_Madera
2025-01-10 15:22:43 29.75 306 8190 0
2025-01-10 15:22:45 29.69 306 8190 0
2025-01-10 15:22:46 29.55 306 8191 0
2025-01-10 15:22:47 29.69 306 8191 0
2025-01-10 15:22:48 29.57 306 8191 0
2025-01-10 15:22:49 29.59 306 8190 0
2025-01-10 15:22:50 29.89 306 8190 0
2025-01-10 15:22:51 29.63 306 8190 0
2025-01-10 15:22:52 29.75 308 8191 0
2025-01-10 15:22:53 29.57 308 8191 0
2025-01-10 15:22:54 29.85 306 8190 0
2025-01-10 15:22:55 29.77 306 8191 0
2025-01-10 15:22:56 29.75 306 8191 0
2025-01-10 15:22:57 29.77 306 8191 0
2025-01-10 15:22:58 29.79 306 8191 0
2025-01-10 15:22:59 29.77 306 626 0
2025-01-10 15:23:00 29.75 306 8191 0
2025-01-10 15:23:01 29.75 306 8190 0
2025-01-10 15:23:02 29.49 306 8190 0
2025-01-10 15:23:03 29.59 306 8190 0
2025-01-10 15:23:04 29.65 306 8191 0
2025-01-10 15:23:46 29.79 305 8190 0
2025-01-10 15:23:47 29.75 305 8191 0
2025-01-10 15:23:48 29.83 305 8191 0
2025-01-10 15:23:49 29.45 305 8190 0
2025-01-10 15:23:50 29.57 305 8190 0
2025-01-10 15:23:51 29.59 305 8191 0
2025-01-10 15:23:52 29.57 305 8190 0
2025-01-10 15:23:53 29.71 305 8191 0
2025-01-10 15:23:54 29.83 305 8191 0
2025-01-10 15:23:56 29.59 305 8191 0
2025-01-10 15:23:57 29.57 305 8191 0
2025-01-10 15:24:26 29.49 304 8191 0
2025-01-10 15:24:27 29.59 305 8190 0
2025-01-10 15:24:28 29.77 305 8190 0
2025-01-10 15:24:29 29.63 305 8191 0
2025-01-10 15:24:31 29.77 305 8191 0
2025-01-10 15:24:39 29.65 305 0 1
2025-01-10 15:24:40 29.75 305 0 1
2025-01-10 15:24:41 29.75 305 0 1
2025-01-10 15:24:42 29.71 305 0 1
2025-01-10 15:24:43 29.71 305 0 1
2025-01-10 15:24:44 29.63 305 0 1
2025-01-10 15:24:45 29.71 305 0 1
2025-01-10 15:24:46 29.77 305 0 1
2025-01-10 15:24:48 29.77 305 0 1
2025-01-10 15:24:49 29.71 305 0 1
2025-01-10 15:24:50 29.69 305 0 1
2025-01-10 15:24:51 29.77 305 0 1
2025-01-10 15:24:52 29.85 305 0 1
2025-01-10 15:24:53 29.63 305 0 1
2025-01-10 15:24:54 29.83 305 0 1
2025-01-10 15:24:55 29.59 305 0 1
2025-01-10 15:24:56 29.77 305 0 1
2025-01-10 15:24:58 29.77 305 0 1
2025-01-10 15:24:59 29.57 305 0 1
2025-01-10 15:25:00 29.85 305 0 1
2025-01-10 15:25:01 29.59 305 0 1
2025-01-10 15:25:02 29.57 305 0 1
2025-01-10 15:25:03 29.79 305 0 1
2025-01-10 15:25:04 29.69 305 0 1
2025-01-10 15:25:05 29.83 305 0 1
2025-01-10 15:25:06 29.59 305 0 1
2025-01-10 15:25:08 29.55 305 0 1
2025-01-10 15:25:09 29.69 305 0 1
2025-01-10 15:25:10 29.91 305 0 1
2025-01-10 15:25:11 29.71 305 0 1
2025-01-10 15:25:12 29.75 305 0 1
2025-01-10 15:25:13 29.59 305 0 1
2025-01-10 15:25:18 29.77 497 8191 0
2025-01-10 15:25:19 29.71 305 8191 0
2025-01-10 15:25:20 29.57 305 8191 0
2025-01-10 15:25:21 29.85 316 8190 0
2025-01-10 15:25:22 29.71 316 8190 0
2025-01-10 15:25:23 29.65 305 8191 0
2025-01-10 15:25:24 29.69 305 8191 0
2025-01-10 15:25:25 29.85 305 8191 0
2025-01-10 15:25:26 29.83 305 8191 0
2025-01-10 15:25:27 29.69 305 8191 0
2025-01-10 15:25:28 29.71 305 8190 0
2025-01-10 15:25:29 29.77 305 8191 0
2025-01-10 15:25:30 29.85 305 8190 0
2025-01-10 15:25:31 29.63 305 8191 0
2025-01-10 15:25:33 29.71 305 8191 0
2025-01-10 15:25:34 29.79 305 8190 0
2025-01-10 15:25:35 29.69 305 8190 0
2025-01-10 15:25:36 29.71 305 292 0
2025-01-10 15:25:37 29.89 305 8190 0
2025-01-10 15:25:38 29.93 305 8191 0
2025-01-10 15:25:39 29.83 305 8190 0
2025-01-10 15:25:40 29.89 305 8191 0
2025-01-10 15:25:41 29.65 305 8190 0
2025-01-10 15:25:42 29.57 305 8191 0
2025-01-10 15:25:43 29.75 305 8190 0
2025-01-10 15:25:44 29.69 305 8191 0
2025-01-10 15:25:45 29.75 305 469 0
2025-01-10 15:25:46 29.59 305 8191 0
2025-01-10 15:25:47 29.63 305 8190 0
2025-01-10 15:25:48 29.71 305 8191 0
2025-01-10 15:25:49 29.85 305 8190 0
2025-01-10 15:25:50 29.77 305 1086 0
2025-01-10 15:25:51 29.63 305 8190 0
2025-01-10 15:25:52 29.71 305 8190 0
2025-01-10 15:25:53 29.63 305 8191 0
2025-01-10 15:25:54 29.63 305 8190 0
2025-01-10 15:25:56 29.63 305 8190 0
2025-01-10 15:25:57 29.93 305 249 1
2025-01-10 15:25:58 29.65 305 8191 0
2025-01-10 15:25:59 29.59 305 8190 0
2025-01-10 15:26:00 29.79 305 8190 0
2025-01-10 15:26:01 29.55 305 8191 0
2025-01-10 15:26:02 29.89 305 8190 0
2025-01-10 15:26:03 29.79 305 8191 0
2025-01-10 15:26:04 29.79 305 8191 0
2025-01-10 15:26:05 29.79 305 8190 0
2025-01-10 15:26:06 29.75 305 8190 0
2025-01-10 15:26:07 29.75 305 8190 0
2025-01-10 15:26:08 29.69 305 8190 0
2025-01-10 15:26:09 29.77 305 8190 0
2025-01-10 15:26:10 29.69 305 8190 0
2025-01-10 15:26:11 29.89 305 8190 0
2025-01-10 15:26:12 29.69 305 8191 0
2025-01-10 15:26:13 29.69 305 8191 0
2025-01-10 15:26:14 29.83 305 8190 0
2025-01-10 15:26:15 29.75 305 8190 0
2025-01-10 15:26:16 29.69 305 8191 0
2025-01-10 15:26:17 29.85 305 8191 0
2025-01-10 15:26:18 29.57 305 432 0
2025-01-10 15:26:20 29.99 305 8191 0
2025-01-10 15:26:21 29.65 305 8190 0
2025-01-10 15:26:22 29.85 305 8191 0
2025-01-10 15:26:23 29.63 305 8191 0
2025-01-10 15:26:24 29.91 305 8190 0
2025-01-10 15:26:25 29.63 305 8191 0
2025-01-10 15:26:26 29.97 305 8191 0
2025-01-10 15:26:27 29.99 305 8191 0
2025-01-10 15:26:28 29.69 305 8190 0
2025-01-10 15:26:29 29.71 305 8191 0
2025-01-10 15:26:30 29.75 305 8191 0
2025-01-10 15:26:31 29.75 305 8191 0
2025-01-10 15:26:32 29.77 305 8191 0
2025-01-10 15:26:33 29.65 305 8191 0
2025-01-10 15:26:34 29.79 305 8191 0
2025-01-10 15:26:35 29.65 305 8191 0
2025-01-10 15:26:36 29.79 305 8190 0
2025-01-10 15:26:37 29.69 305 8191 0
2025-01-10 15:26:38 29.57 305 8191 0
2025-01-10 15:26:39 29.57 305 8191 0
2025-01-10 15:26:41 29.89 305 8191 0
2025-01-10 15:26:42 29.83 305 8191 0
2025-01-10 15:26:43 29.69 305 8191 0
2025-01-10 15:26:44 29.59 305 8191 0
2025-01-10 15:26:45 29.63 305 108 1
2025-01-10 15:26:46 29.63 305 8191 0
2025-01-10 15:26:47 29.69 305 8190 0
2025-01-10 15:26:48 29.71 305 8190 0
2025-01-10 15:26:49 29.75 305 492 0
2025-01-10 15:26:50 29.85 305 8191 0
2025-01-10 15:26:51 29.63 305 8190 0
2025-01-10 15:26:52 29.77 305 8191 0
2025-01-10 15:26:53 29.63 305 8191 0
2025-01-10 15:26:54 29.89 305 8191 0
2025-01-10 15:26:55 29.63 305 8191 0
2025-01-10 15:26:56 29.89 305 8191 0
2025-01-10 15:26:57 29.71 305 8191 0
2025-01-10 15:26:58 29.93 305 8190 0
2025-01-10 15:26:59 29.89 305 8190 0
2025-01-10 15:28:12 29.83 497 8190 0
2025-01-10 15:28:13 29.65 305 8191 0
2025-01-10 15:28:14 29.79 305 8191 0
2025-01-10 15:28:15 29.75 305 8191 0
2025-01-10 15:28:16 29.85 305 8190 0
2025-01-10 15:28:17 29.89 305 8190 0
2025-01-10 15:28:18 29.89 305 8190 0
2025-01-10 15:28:20 29.85 305 8191 0
2025-01-10 15:28:21 29.77 305 8191 0
2025-01-10 15:28:22 29.79 305 381 0
2025-01-10 15:28:23 29.79 305 8191 0
2025-01-10 15:28:24 29.65 305 345 0
2025-01-10 15:28:25 29.75 305 8191 0
2025-01-10 15:28:26 29.71 305 8191 0
2025-01-10 15:28:27 29.85 305 8191 0
2025-01-10 15:28:28 29.75 305 8191 0
2025-01-10 15:28:29 29.85 305 8191 0
2025-01-10 15:28:30 29.63 305 8191 0
2025-01-10 15:28:31 29.79 305 8191 0
2025-01-10 15:28:32 29.85 306 8191 0
2025-01-10 15:28:33 29.93 306 572 0
2025-01-10 15:28:34 29.77 306 8191 0
2025-01-10 15:28:35 29.75 306 8191 0
2025-01-10 15:28:36 29.65 306 8190 0
2025-01-10 15:28:37 29.83 306 8190 0
2025-01-10 15:28:38 29.77 306 8191 0
2025-01-10 15:28:39 29.89 306 8190 0
2025-01-10 15:28:41 29.69 306 8191 0
2025-01-10 15:28:42 29.91 306 8191 0
2025-01-10 15:28:43 29.75 306 8191 0
2025-01-10 15:28:44 29.63 306 8190 0
2025-01-10 15:28:45 29.65 306 8191 0
2025-01-10 15:28:46 29.91 306 8190 0
2025-01-10 15:28:47 29.79 306 8190 0
2025-01-10 15:28:48 29.75 306 8191 0
2025-01-10 15:28:49 29.89 306 8190 0
2025-01-10 15:28:50 29.89 306 8190 0
2025-01-10 15:28:51 29.79 306 8191 0
2025-01-10 15:28:52 29.75 306 8191 0
2025-01-10 15:28:53 29.93 306 8190 0
2025-01-10 15:28:54 29.83 306 226 1
2025-01-10 15:28:55 29.91 306 8190 0
2025-01-10 15:28:56 29.83 306 8191 0
2025-01-10 15:28:57 30.03 306 8191 0
2025-01-10 15:28:58 29.69 306 8190 0
2025-01-10 15:28:59 29.65 306 8190 0
2025-01-10 15:29:00 29.57 306 391 0
2025-01-10 15:29:01 29.97 306 8191 0
2025-01-10 15:29:03 29.83 306 8191 0
2025-01-10 15:29:04 29.97 306 8191 0
2025-01-10 15:29:05 29.93 306 8190 0
2025-01-10 15:29:06 29.83 306 8191 0
2025-01-10 15:29:07 29.75 306 8190 0
2025-01-10 15:29:08 29.69 306 8191 0
2025-01-10 15:29:09 29.91 306 8191 0
2025-01-10 15:29:10 29.75 306 8191 0
2025-01-10 15:29:11 29.43 306 8190 0
2025-01-10 15:29:12 29.59 306 8190 0
2025-01-10 15:29:13 29.63 303 8191 0
2025-01-10 15:29:14 29.63 303 8191 0
2025-01-10 15:29:15 29.71 305 8191 0
2025-01-10 15:29:16 29.69 305 8190 0
2025-01-10 15:29:17 29.75 305 8190 0
2025-01-10 15:29:18 29.69 305 8191 0
2025-01-10 15:29:19 29.77 305 8191 0
2025-01-10 15:29:20 29.63 305 8190 0
2025-01-10 15:29:21 29.63 302 8191 0
2025-01-10 15:29:22 29.65 302 8190 0
2025-01-10 15:29:23 29.63 302 8191 0
2025-01-10 15:29:24 29.77 302 8191 0
2025-01-10 15:29:26 29.63 304 8190 0
2025-01-10 15:29:27 29.59 304 8191 0
2025-01-10 15:29:28 29.63 304 8191 0
2025-01-10 15:29:29 29.63 304 8190 0
2025-01-10 15:29:30 29.85 304 8191 0
2025-01-10 15:29:31 29.51 304 8191 0
2025-01-10 15:29:32 29.59 304 8190 0
2025-01-10 15:29:33 29.75 304 8191 0
2025-01-10 15:29:34 29.59 304 8191 0
2025-01-10 15:29:35 29.63 304 8191 0
2025-01-10 15:29:36 29.63 304 8191 0
2025-01-10 15:29:37 29.69 304 8190 0
2025-01-10 15:29:38 29.71 304 8190 0
2025-01-10 15:29:39 29.83 305 611 0
2025-01-10 15:29:40 29.59 305 8190 0
2025-01-10 15:29:41 29.65 305 306 0
2025-01-10 15:29:42 29.65 305 8190 0
2025-01-10 15:29:43 29.79 305 8191 0
2025-01-10 15:29:44 29.57 305 8191 0
2025-01-10 15:29:45 29.83 305 8190 0
2025-01-10 15:29:46 29.75 305 8191 0
2025-01-10 15:29:48 29.77 302 8190 0
2025-01-10 15:29:49 29.69 302 446 0
2025-01-10 15:29:50 29.71 302 8190 0
2025-01-10 15:29:51 29.63 302 497 0
2025-01-10 15:29:52 29.63 302 335 0
2025-01-10 15:29:53 29.59 302 320 0
2025-01-10 15:29:54 29.77 302 322 0
2025-01-10 15:29:55 29.69 302 348 0
2025-01-10 15:29:56 29.85 300 305 0
2025-01-10 15:29:57 29.77 300 8191 0
2025-01-10 15:29:58 29.65 300 8191 0
2025-01-10 15:29:59 29.83 302 8190 0
2025-01-10 15:30:00 29.71 306 8190 0
2025-01-10 15:30:01 29.91 306 8191 0
2025-01-10 15:30:02 29.75 306 8191 0
2025-01-10 15:30:03 29.71 306 261 1
2025-01-10 15:30:04 29.77 302 8191 0
2025-01-10 15:30:05 29.79 302 8191 0
2025-01-10 15:30:06 29.79 302 8190 0
2025-01-10 15:30:07 29.77 302 359 0
2025-01-10 15:30:08 29.85 302 8191 0
2025-01-10 15:30:10 29.77 302 8190 0
2025-01-10 15:30:11 29.71 302 8191 0
2025-01-10 15:30:12 29.91 302 8191 0
2025-01-10 15:30:13 29.85 302 8191 0
2025-01-10 15:30:14 29.75 302 8191 0
2025-01-10 15:30:15 29.93 302 8190 0
2025-01-10 15:30:16 29.79 303 8191 0
2025-01-10 15:30:17 29.83 303 8191 0
2025-01-10 15:30:18 29.75 303 8191 0
2025-01-10 15:30:19 29.91 303 8190 0
2025-01-10 15:30:20 29.71 303 8191 0
2025-01-10 15:30:21 29.77 303 8191 0
2025-01-10 15:30:22 29.89 303 8190 0
2025-01-10 15:30:23 29.83 303 8191 0
2025-01-10 15:30:24 29.83 303 8191 0
2025-01-10 15:30:25 29.93 301 8190 0
2025-01-10 15:30:26 29.89 301 8190 0
2025-01-10 15:30:27 29.93 301 8191 0
2025-01-10 15:30:28 29.85 301 8191 0
2025-01-10 15:30:29 29.93 301 8190 0
2025-01-10 15:30:31 29.85 302 451 0
2025-01-10 15:30:32 29.93 302 524 0
2025-01-10 15:30:33 29.85 304 8191 0
2025-01-10 15:30:34 29.97 304 8191 0
2025-01-10 15:30:35 29.99 304 8191 0
2025-01-10 15:30:36 29.97 304 8190 0
2025-01-10 15:30:37 29.83 304 8190 0
2025-01-10 15:30:38 29.83 304 8191 0
2025-01-10 15:30:39 29.97 304 8191 0
2025-01-10 15:30:40 29.85 304 8191 0
2025-01-10 15:30:41 29.71 304 8191 0
2025-01-10 15:30:42 29.93 304 440 0
2025-01-10 15:30:43 29.97 304 8190 0
2025-01-10 15:30:44 29.77 304 8191 0
2025-01-10 15:30:45 29.99 304 8191 0
2025-01-10 15:30:46 29.83 302 8190 0
2025-01-10 15:30:47 29.75 302 8190 0
2025-01-10 15:30:48 29.85 302 8191 0
2025-01-10 15:30:49 29.97 304 8191 0
2025-01-10 15:30:50 29.79 304 8190 0
2025-01-10 15:30:51 30.03 304 8191 0
2025-01-10 15:30:53 29.63 304 8190 0
2025-01-10 15:30:54 29.93 304 8191 0
2025-01-10 15:30:55 29.83 304 8191 0
2025-01-10 15:30:56 29.89 304 265 1
2025-01-10 15:30:57 30.43 301 292 0
2025-01-10 15:30:58 30.67 301 299 0
2025-01-10 15:30:59 31.05 294 287 1
2025-01-10 15:31:00 30.47 294 278 1
2025-01-10 15:31:01 30.39 294 300 0
2025-01-10 15:31:02 30.11 294 287 1
2025-01-10 15:31:03 29.99 294 283 1
2025-01-10 15:31:04 29.93 294 281 1
2025-01-10 15:31:05 29.89 294 288 1
2025-01-10 15:31:06 29.71 294 273 1
2025-01-10 15:31:07 30.09 294 8191 0
2025-01-10 15:31:08 29.11 287 8191 0
2025-01-10 15:31:09 29.03 287 8191 0
2025-01-10 15:31:10 28.69 303 382 0
2025-01-10 15:31:11 28.71 303 8191 0
2025-01-10 15:31:12 28.59 300 8191 0
2025-01-10 15:31:14 28.47 300 243 1
2025-01-10 15:31:15 28.53 300 8191 0
2025-01-10 15:31:16 28.57 300 8191 0
2025-01-10 15:31:17 28.43 300 8191 0
2025-01-10 15:31:18 28.63 300 8190 0
2025-01-10 15:31:19 28.45 300 8190 0
2025-01-10 15:31:20 28.63 303 8191 0
2025-01-10 15:31:21 28.59 303 8190 0
2025-01-10 15:31:22 28.43 303 8190 0
2025-01-10 15:31:23 28.43 303 8191 0
2025-01-10 15:31:24 28.45 303 8191 0
2025-01-10 15:31:25 28.43 303 8191 0
2025-01-10 15:31:26 28.63 299 8191 0
2025-01-10 15:31:27 28.47 299 8191 0
2025-01-10 15:31:28 28.59 299 8190 0
2025-01-10 15:31:29 28.63 299 8190 0
2025-01-10 15:31:30 28.51 299 8190 0
2025-01-10 15:31:31 28.51 301 8191 0
2025-01-10 15:31:32 28.57 301 8191 0
2025-01-10 15:31:33 28.63 301 553 0
2025-01-10 15:31:34 28.57 301 8191 0
2025-01-10 15:31:36 28.75 298 8191 0
2025-01-10 15:31:37 28.77 298 8191 0
2025-01-10 15:31:38 28.59 298 8191 0
2025-01-10 15:31:39 28.71 301 8191 0
2025-01-10 15:31:40 28.79 301 8190 0
2025-01-10 15:31:41 28.59 301 8191 0
2025-01-10 15:31:42 28.53 301 8191 0
2025-01-10 15:31:43 28.71 301 8190 0
2025-01-10 15:31:44 28.83 301 8191 0
2025-01-10 15:31:45 28.65 302 75 1
2025-01-10 15:31:46 28.77 302 8191 0
2025-01-10 15:31:47 28.63 302 8191 0
2025-01-10 15:31:48 28.77 300 8190 0
2025-01-10 15:31:49 28.91 300 8190 0
2025-01-10 15:31:50 28.75 300 8191 0
2025-01-10 15:31:51 28.51 302 8191 0
